unit_id	year	sem	code	title	level	dept_own	dept_teach	location	mode	survey_method	enrolled	class_size_log10	size_bin	sem_ord	isclayton	ispostgrad	responses	setu_overall	ChiefExaminer
1974	2012	Semester 2	ETC3500	Survey data analysis	3	Econometrics & Business Statistics	Econometrics & Business Statistics	Clayton	On Campus	Web	16	1.431	1	Semester 2	1	0	6	2.5	429
1601	2012	Semester 1	ETC2500	Marketing research analysis	2	Econometrics & Business Statistics	UNKNOWN	Clayton	On Campus	Web	11	1.763	1	Semester 1	1	0	2	2.5	87
2094	2012	Semester 2	MKC3220	International marketing	3	Department of Marketing	Department of Marketing	Clayton	On Campus	Web	130	2.114	4	Semester 2	1	0	27	2.56	642
1506	2012	Semester 1	AFX4080	Issues in banking	4	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Web	12	1.079	1	Semester 1	0	1	1	3	600
1692	2012	Semester 1	MGX5181	International business strategy	5	Department of Management	Department of Management	Caulfield	On Campus	Web	14	1.146	1	Semester 1	0	1	6	3	389
2071	2012	Semester 2	MGX5610	Work and employment relations in a global context	5	Department of Management	Department of Management	Caulfield	On Campus	Web	19	1.279	1	Semester 2	0	1	7	3	335
1480	2012	Semester 1	AFF9020	Introduction to risk principles	9	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Web	148	2.17	4	Semester 1	0	1	51	2.92	397
1833	2012	Semester 2	AFF9160	International banking and finance	9	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Web	17	1.826	1	Semester 2	0	1	1	3	334
2092	2012	Semester 2	MKC2210	Marketing management	2	Department of Marketing	Department of Marketing	Clayton	On Campus	Web	77	1.886	3	Semester 2	1	0	28	2.77	435
1960	2012	Semester 2	ECX9050	Labour economics	9	Department of Economics	Department of Economics	Clayton	On Campus	Web	4	1.778	1	Semester 2	1	1	1	3	643
1991	2012	Semester 2	ETF9121	Data analysis in business	9	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Web	8	2.464	1	Semester 2	0	1	2	3	78
2031	2012	Semester 2	MGF3401	Strategic management	3	Department of Management	Department of Management	Caulfield	On Campus	Web	100	2.083	3	Semester 2	0	0	22	2.86	494
1904	2012	Semester 2	BTX5140	Law and business decisions	5	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Web	28	1.447	1	Semester 2	0	1	13	3.2	323
1559	2012	Semester 1	ECC3810	Public finance	3	Department of Economics	Department of Economics	Clayton	On Campus	Web	52	1.716	2	Semester 1	1	0	19	2.88	499
1873	2012	Semester 2	BEX3006	Industry placement	3	Dean Faculty of Business & Economics	Dean Faculty of Business & Economics	Peninsula	On Campus	Web	9	1.23	1	Semester 2	0	0	1	3	652
1932	2012	Semester 2	ECC4860	Honours research project	4	Department of Economics	Department of Economics	Clayton	On Campus	Web	20	1.301	1	Semester 2	1	1	8	3.17	350
1987	2012	Semester 2	ETF3500	High dimensional data analysis	3	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Web	22	1.342	1	Semester 2	0	0	7	3	429
2052	2012	Semester 2	MGW3542	Sustainable tourism destinations	3	Department of Management	Department of Management	Berwick	On Campus	Web	22	1.342	1	Semester 2	0	0	8	3	205
1613	2012	Semester 1	ETF3600	Quantitative analysis of limited dependent variables	3	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Web	22	1.362	1	Semester 1	0	0	8	3	155
1495	2012	Semester 1	AFW2631	Financial management	2	Accounting & Finance	Banking & Finance	Peninsula	On Campus	Web	57	1.756	2	Semester 1	0	0	21	3	54
1467	2012	Semester 1	AFF5011	Issues in risk management	5	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Web	101	2.004	3	Semester 1	0	1	33	3.22	397
1836	2012	Semester 2	AFF9350	Portfolio management and theory	9	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Web	134	2.127	4	Semester 2	0	1	45	3.25	236
1941	2012	Semester 2	ECF5010	Research issues paper	5	Department of Economics	Department of Economics	Caulfield	On Campus	Web	40	1.602	2	Semester 2	0	1	11	3.33	47
1870	2012	Semester 2	AFX9590	Accounting and finance for international managers	9	Accounting & Finance	Financial Accounting & Auditing	Caulfield	On Campus	Web	95	1.978	3	Semester 2	0	1	39	3.33	517
1886	2012	Semester 2	BTF2223	Corporate crime	2	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Web	53	1.724	2	Semester 2	0	0	9	3.13	32
1684	2012	Semester 1	MGX3441	Human resource strategy	3	Department of Management	Department of Management	Caulfield	On Campus	Web	47	1.672	2	Semester 1	0	0	16	3.17	602
1639	2012	Semester 1	MBA5400	MBA corporate project 1	5	Department of Management	Department of Management	Caulfield	On Campus	Web	5	0.699	1	Semester 1	0	1	2	3.5	18
1908	2012	Semester 2	BTX9030	Law and Business Decisions	9	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Web	48	1.681	2	Semester 2	0	1	19	3.42	323
1798	2012	Semester 2	AFF2391	Cost information for decision making	2	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Caulfield	On Campus	Web	228	2.358	4	Semester 2	0	0	42	3.12	211
1887	2012	Semester 2	BTF2601	Banking law	2	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Web	93	1.968	3	Semester 2	0	0	32	3.2	383
1958	2012	Semester 2	ECX9000	Microeconomics	9	Department of Economics	Department of Economics	Clayton	On Campus	Web	5	0.699	1	Semester 2	1	1	2	3.5	431
2153	2012	Summer 2012/2013	AFF5280	Institutional asset and liability management	5	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Web	28	1.447	1	Summer	0	1	12	3.5	416
1856	2012	Semester 2	AFX4120	Issues in investments	4	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Web	17	1.23	1	Semester 2	0	1	2	3.5	479
2109	2012	Semester 2	MKF5463	Advanced buyer behaviour	5	Department of Marketing	Department of Marketing	Caulfield	On Campus	Web	28	1.447	1	Semester 2	0	1	10	3.5	220
1526	2012	Semester 1	BTC3200	Finance law	3	Business Law & Taxation	Business Law & Taxation	Clayton	On Campus	Web	54	1.732	2	Semester 1	1	0	14	3.17	453
1680	2012	Semester 1	MGX2501	Introduction to tourism	2	Department of Management	Department of Management	Berwick	On Campus	Web	98	1.991	3	Semester 1	0	0	32	3.2	205
1855	2012	Semester 2	AFX4018	Research dissertation	4	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Caulfield	On Campus	Web	24	1.38	1	Semester 2	0	1	2	3.5	135
1780	2012	Semester 2	AFC2131	Cost information for decision making	2	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Clayton	On Campus	Web	245	2.389	5	Semester 2	1	0	66	3.12	580
1712	2012	Semester 1	MGX9420	E-business	9	Department of Management	Department of Management	Caulfield	On Campus	Web	30	1.477	2	Semester 1	0	1	2	3.5	470
1967	2012	Semester 2	ETC2520	Probability and statistical inference for economics and business	2	Econometrics & Business Statistics	Econometrics & Business Statistics	Clayton	On Campus	Web	68	1.833	3	Semester 2	1	0	21	3.2	138
1928	2012	Semester 2	ECC4690	International trade	4	Department of Economics	Department of Economics	Clayton	On Campus	Web	16	1.204	1	Semester 2	1	1	4	3.5	108
1563	2012	Semester 1	ECC4670	Economic development	4	Department of Economics	Department of Economics	Clayton	On Campus	Web	10	1.204	1	Semester 1	1	1	6	3.5	462
1782	2012	Semester 2	AFC2240	Equities and investment analysis	2	Accounting & Finance	Banking & Finance	Clayton	On Campus	Web	355	2.55	5	Semester 2	1	0	80	3.14	367
1842	2012	Semester 2	AFW2341	International financial management	2	Accounting & Finance	Banking & Finance	Peninsula	On Campus	Web	24	1.38	1	Semester 2	0	0	5	3.33	299
1892	2012	Semester 2	BTP1010	Business law	1	Business Law & Taxation	Business Law & Taxation	Peninsula	On Campus	Web	38	1.58	2	Semester 2	0	0	13	3.33	28
2123	2012	Semester 2	MKW3440	Marketing strategy	3	Department of Marketing	Department of Marketing	Peninsula	On Campus	Web	45	1.653	2	Semester 2	0	0	12	3.33	371
1628	2012	Semester 1	ETX1100	Business statistics	1	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Web	513	2.71	5	Semester 1	0	0	132	3.21	275
1643	2012	Semester 1	MGC1010	Introduction to management	1	Department of Management	Department of Management	Clayton	On Campus	Web	485	2.686	5	Semester 1	1	0	161	3.15	602
1805	2012	Semester 2	AFF3121	Investments and portfolio management	3	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Web	343	2.535	5	Semester 2	0	0	87	3.25	259
1447	2012	Semester 1	AFF1000	Principles of accounting and finance	1	Accounting & Finance	Financial Accounting & Auditing	Berwick	On Campus	Web	30	2.267	2	Semester 1	0	0	5	3.25	170
1907	2012	Semester 2	BTX5801	Final research project	5	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Web	40	1.602	2	Semester 2	0	1	13	3.6	459
1763	2012	Semester 1	MKX3631	Marketing internship	3	Department of Marketing	Department of Marketing	Clayton	On Campus	Web	18	1.255	1	Semester 1	1	0	8	3.33	173
1641	2012	Semester 1	MBA9004	Interpreting accounting information	9	Department of Management	UNKNOWN	Caulfield	On Campus	Web	25	1.398	1	Semester 1	0	1	14	3.63	515
1728	2012	Semester 1	MKF3121	Marketing planning and implementation	3	Department of Marketing	Department of Marketing	Caulfield	On Campus	Web	176	2.246	4	Semester 1	0	0	73	3.31	173
1863	2012	Semester 2	AFX9510	Quantitative methods	9	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Web	20	1.301	1	Semester 2	0	1	5	3.67	238
2083	2012	Semester 2	MGX9600	Managing people and organisations	9	Department of Management	Department of Management	Caulfield	On Campus	Web	92	1.964	3	Semester 2	0	1	29	3.61	379
1803	2012	Semester 2	AFF2851	Accounting information systems and financial modelling	2	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Caulfield	On Campus	Web	288	2.459	5	Semester 2	0	0	60	3.34	233
2064	2012	Semester 2	MGX5181	International business strategy	5	Department of Management	Department of Management	Caulfield	On Campus	Web	36	1.556	2	Semester 2	0	1	11	3.67	389
1490	2012	Semester 1	AFW2020	Cost information for decision making	2	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Berwick	On Campus	Web	170	2.23	4	Semester 1	0	0	39	3.38	530
1498	2012	Semester 1	AFW3040	Accounting theory	3	Accounting & Finance	Financial Accounting & Auditing	Peninsula	On Campus	Web	62	1.792	3	Semester 1	0	0	19	3.43	20
1537	2012	Semester 1	BTX5000	Corporate governance	5	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Web	33	1.519	2	Semester 1	0	1	14	3.71	3
1760	2012	Semester 1	MKX3621	Advertising management	3	Department of Marketing	Department of Marketing	Berwick	On Campus	Web	27	1.431	1	Semester 1	0	0	10	3.5	274
1929	2012	Semester 2	ECC4750	Financial economics	4	Department of Economics	Department of Economics	Clayton	On Campus	Web	11	1.322	1	Semester 2	1	1	5	3.67	572
1450	2012	Semester 1	AFF1300	Money and capital markets	1	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Web	337	2.528	5	Semester 1	0	0	117	3.38	489
1451	2012	Semester 1	AFF2391	Cost information for decision making	2	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Caulfield	On Campus	Web	275	2.439	5	Semester 1	0	0	73	3.39	211
1582	2012	Semester 1	ECW2721	Trade finance and foreign exchange	2	Department of Economics	Department of Economics	Peninsula	On Campus	Web	38	1.58	2	Semester 1	0	0	14	3.5	240
1726	2012	Semester 1	MKF2121	Marketing research methods	2	Department of Marketing	Department of Marketing	Caulfield	On Campus	Web	180	2.255	4	Semester 1	0	0	59	3.41	151
1606	2012	Semester 1	ETC4400	Econometric theory	4	Econometrics & Business Statistics	Econometrics & Business Statistics	Clayton	On Campus	Web	6	0.778	1	Semester 1	1	1	5	3.75	153
1653	2012	Semester 1	MGF2341	Managing employee relations	2	Department of Management	Department of Management	Caulfield	On Campus	Web	30	1.477	2	Semester 1	0	0	8	3.5	373
1576	2012	Semester 1	ECF9210	Introduction to international economics	9	Department of Economics	Department of Economics	Caulfield	On Campus	Web	226	2.354	4	Semester 1	0	1	105	3.65	504
1720	2012	Semester 1	MKC2500	Marketing research analysis	2	Department of Marketing	UNKNOWN	Clayton	On Campus	Web	47	1.763	2	Semester 1	1	0	19	3.43	429
2012	2012	Semester 2	MBA9007	Business insights from data analysis	9	Department of Management	Econometrics & Business Statistics	Caulfield	On Campus	Web	8	0.903	1	Semester 2	0	1	4	3.83	200
1793	2012	Semester 2	AFC3440	Pension and financial planning	3	Accounting & Finance	Banking & Finance	Clayton	On Campus	Web	213	2.328	4	Semester 2	1	0	51	3.39	522
2003	2012	Semester 2	ETX9520	Quantitative methods for risk analysis	9	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Web	79	1.964	3	Semester 2	0	1	22	3.72	78
1550	2012	Semester 1	ECC1100	Principles of macroeconomics	1	Department of Economics	Department of Economics	Clayton	On Campus	Web	320	2.505	5	Semester 1	1	0	98	3.36	572
1923	2012	Semester 2	ECC3690	International economics	3	Department of Economics	Department of Economics	Clayton	On Campus	Web	95	2.009	3	Semester 2	1	0	21	3.44	444
2065	2012	Semester 2	MGX5261	Human resource management issues	5	Department of Management	Department of Management	Caulfield	On Campus	Web	33	1.519	2	Semester 2	0	1	16	3.79	89
1869	2012	Semester 2	AFX9580	Accounting information and systems modelling	9	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Caulfield	On Campus	Web	140	2.146	4	Semester 2	0	1	36	3.72	505
1891	2012	Semester 2	BTF5230	Investment taxation	5	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Web	27	1.431	1	Semester 2	0	1	9	3.8	295
2100	2012	Semester 2	MKF2131	Marketing decision analysis	2	Department of Marketing	Department of Marketing	Caulfield	On Campus	Web	150	2.176	4	Semester 2	0	0	35	3.5	538
1868	2012	Semester 2	AFX9570	Auditing and assurance	9	Accounting & Finance	Financial Accounting & Auditing	Caulfield	On Campus	Web	83	2.507	3	Semester 2	0	1	30	3.7	396
2139	2012	Semester 2	MKX5123	Entrepreneurial innovation	5	Department of Marketing	Department of Marketing	Caulfield	On Campus	Web	44	1.643	2	Semester 2	0	1	15	3.8	568
1530	2012	Semester 1	BTF2991	Employment law	2	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Web	77	1.886	3	Semester 1	0	0	25	3.54	110
1687	2012	Semester 1	MGX4000	Introductory management research methods	4	Department of Management	Department of Management	Caulfield	On Campus	Web	12	1.431	1	Semester 1	0	1	7	3.8	527
2061	2012	Semester 2	MGX5030	Corporate social responsibility	5	Department of Management	Department of Management	Caulfield	On Campus	Web	186	2.27	4	Semester 2	0	1	61	3.74	407
2154	2012	Summer 2012/2013	AFF9130	Financial planning	9	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Web	32	1.505	2	Summer	0	1	8	3.83	364
1509	2012	Semester 1	AFX5320	Business analytics	5	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Caulfield	On Campus	Web	23	1.362	1	Semester 1	0	1	6	3.83	574
1531	2012	Semester 1	BTF3100	Environmental law for business	3	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Web	54	1.732	2	Semester 1	0	0	21	3.58	617
1533	2012	Semester 1	BTF5240	Workplace taxation	5	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Web	23	1.362	1	Semester 1	0	1	13	3.85	322
1545	2012	Semester 1	BTX9030	Law and Business Decisions	9	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Web	63	1.799	3	Semester 1	0	1	26	3.8	323
1435	2012	Semester 1	AFC2131	Cost information for decision making	2	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Clayton	On Campus	Web	286	2.456	5	Semester 1	1	0	93	3.44	580
1456	2012	Semester 1	AFF2851	Accounting information systems and financial modelling	2	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Caulfield	On Campus	Web	267	2.427	5	Semester 1	0	0	78	3.5	233
1591	2012	Semester 1	ECX9000	Microeconomics	9	Department of Economics	Department of Economics	Clayton	On Campus	Web	7	1.568	1	Semester 1	1	1	3	3.75	329
1697	2012	Semester 1	MGX5470	International manufacturing	5	Department of Management	Department of Management	Caulfield	On Campus	Web	26	1.415	1	Semester 1	0	1	6	3.83	131
1830	2012	Semester 2	AFF9012	Climate change and emissions trading	9	Accounting & Finance	Accounting & Finance	Caulfield	On Campus	Web	16	1.204	1	Semester 2	0	1	10	3.9	364
2039	2012	Semester 2	MGP2501	Introduction to tourism	2	Department of Management	Department of Management	Peninsula	On Campus	Web	11	1.041	1	Semester 2	0	0	7	3.67	205
2098	2012	Semester 2	MKF2111	Buyer behaviour	2	Department of Marketing	Department of Marketing	Caulfield	On Campus	Web	277	2.442	5	Semester 2	0	0	59	3.52	388
1846	2012	Semester 2	AFW2851	Accounting information systems and financial modelling	2	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Peninsula	On Campus	Web	15	1.176	1	Semester 2	0	0	5	3.67	469
1945	2012	Semester 2	ECF9530	Economics	9	Department of Economics	Department of Economics	Caulfield	On Campus	Web	232	2.365	4	Semester 2	0	1	66	3.76	195
1988	2012	Semester 2	ETF5010	Special reading unit 2	5	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Web	2	0.301	1	Semester 2	0	1	1	4	155
2006	2012	Semester 2	MBA5400	MBA corporate project 1	5	Department of Management	Department of Management	Caulfield	On Campus	Web	2	0.301	1	Semester 2	0	1	2	4	18
1499	2012	Semester 1	AFX3355	Property investment	3	Accounting & Finance	Banking & Finance	Clayton	On Campus	Web	144	2.158	4	Semester 1	1	0	42	3.5	285
1954	2012	Semester 2	ECX3900	Business, competition and regulation	3	Department of Economics	Department of Economics	Caulfield	On Campus	Web	205	2.312	4	Semester 2	0	0	67	3.56	415
2125	2012	Semester 2	MKW3881	Electronic marketing	3	Department of Marketing	Department of Marketing	Peninsula	On Campus	Web	34	1.531	2	Semester 2	0	0	9	3.63	368
1442	2012	Semester 1	AFC3160	Auditing and assurance	3	Accounting & Finance	Financial Accounting & Auditing	Clayton	On Campus	Web	236	2.373	4	Semester 1	1	0	78	3.48	490
1547	2012	Semester 1	BTX9500	Business and corporations law	9	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Web	119	2.076	3	Semester 1	0	1	46	3.8	484
1714	2012	Semester 1	MGX9660	International business theory and practice	9	Department of Management	Department of Management	Caulfield	On Campus	Web	115	2.061	3	Semester 1	0	1	54	3.8	494
1858	2012	Semester 2	AFX5120	Forensic accounting and fraud examination	5	Accounting & Finance	Financial Accounting & Auditing	Caulfield	On Campus	Web	38	1.58	2	Semester 2	0	1	13	3.88	396
2080	2012	Semester 2	MGX5901	Research report (introduction)	5	Department of Management	Department of Management	Caulfield	On Campus	Web	3	0.477	1	Semester 2	0	1	1	4	527
2102	2012	Semester 2	MKF3121	Marketing planning and implementation	3	Department of Marketing	Department of Marketing	Caulfield	On Campus	Web	115	2.061	3	Semester 2	0	0	28	3.6	173
2131	2012	Semester 2	MKX3445	International retailing	3	Department of Marketing	Department of Marketing	Caulfield	On Campus	Web	40	1.763	2	Semester 2	0	0	11	3.63	642
1443	2012	Semester 1	AFC3170	Management of financial intermediaries	3	Accounting & Finance	Banking & Finance	Clayton	On Campus	Web	209	2.32	4	Semester 1	1	0	60	3.5	334
1840	2012	Semester 2	AFW1002	Introduction to financial accounting	1	Accounting & Finance	Financial Accounting & Auditing	Peninsula	On Campus	Web	6	0.778	1	Semester 2	0	0	3	3.75	347
2035	2012	Semester 2	MGF3681	International management	3	Department of Management	Department of Management	Caulfield	On Campus	Web	87	2.279	3	Semester 2	0	0	26	3.58	379
1470	2012	Semester 1	AFF5100	Advanced strategic management accounting	5	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Caulfield	On Campus	Web	40	1.602	2	Semester 1	0	1	16	3.88	515
1507	2012	Semester 1	AFX5120	Forensic accounting and fraud examination	5	Accounting & Finance	Financial Accounting & Auditing	Caulfield	On Campus	Web	39	1.591	2	Semester 1	0	1	16	3.88	396
1615	2012	Semester 1	ETF5231	Business forecasting	5	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Web	17	1.851	1	Semester 1	0	1	8	3.83	167
1792	2012	Semester 2	AFC3340	Options, financial futures and other derivatives	3	Accounting & Finance	Banking & Finance	Clayton	On Campus	Web	156	2.193	4	Semester 2	1	0	40	3.54	65
1983	2012	Semester 2	ETF2480	Business modelling	2	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Web	41	1.613	2	Semester 2	0	0	14	3.67	594
1693	2012	Semester 1	MGX5310	International management	5	Department of Management	Department of Management	Caulfield	On Campus	Web	17	1.968	1	Semester 1	0	1	8	3.83	99
1740	2012	Semester 1	MKP1120	Marketing theory and practice	1	Department of Marketing	Department of Marketing	Peninsula	On Campus	Web	25	1.398	1	Semester 1	0	0	7	3.67	387
2074	2012	Semester 2	MGX5670	Leadership	5	Department of Management	Department of Management	Caulfield	On Campus	Web	18	1.255	1	Semester 2	0	1	8	3.93	370
1458	2012	Semester 1	AFF3121	Investments and portfolio management	3	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Web	276	2.441	5	Semester 1	0	0	85	3.57	259
2168	2012	Summer 2012/2013	MGX5950	Human resources development	5	Department of Management	Department of Management	Caulfield	On Campus	Web	29	1.462	1	Summer	0	1	17	3.95	468
2169	2012	Summer 2012/2013	MKF3301	Services marketing	3	Department of Marketing	Department of Marketing	Caulfield	On Campus	Web	45	1.653	2	Summer	0	0	10	3.7	633
1437	2012	Semester 1	AFC2240	Equities and investment analysis	2	Accounting & Finance	Banking & Finance	Clayton	On Campus	Web	303	2.481	5	Semester 1	1	0	102	3.52	367
1575	2012	Semester 1	ECF3120	Consumer economics	3	Department of Economics	Department of Economics	Caulfield	On Campus	Web	112	2.049	3	Semester 1	0	0	45	3.63	504
1618	2012	Semester 1	ETF5550	Research project	5	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Web	5	0.699	1	Semester 1	0	1	1	4	214
1702	2012	Semester 1	MGX5670	Leadership	5	Department of Management	Department of Management	Caulfield	On Campus	Web	28	1.447	1	Semester 1	0	1	12	3.93	370
1513	2012	Semester 1	AFX9530	Financial accounting	9	Accounting & Finance	Financial Accounting & Auditing	Caulfield	On Campus	Web	97	1.987	3	Semester 1	0	1	37	3.87	619
1561	2012	Semester 1	ECC4650	Microeconomics	4	Department of Economics	Department of Economics	Clayton	On Campus	Web	24	1.568	1	Semester 1	1	1	13	3.86	226
1729	2012	Semester 1	MKF3131	Strategic marketing	3	Department of Marketing	Department of Marketing	Caulfield	On Campus	Web	141	2.149	4	Semester 1	0	0	45	3.63	308
1789	2012	Semester 2	AFC3160	Auditing and assurance	3	Accounting & Finance	Financial Accounting & Auditing	Clayton	On Campus	Web	282	2.45	5	Semester 2	1	0	62	3.55	490
1797	2012	Semester 2	AFF1300	Money and capital markets	1	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Web	393	2.594	5	Semester 2	0	0	87	3.59	232
1843	2012	Semester 2	AFW2491	Company reporting	2	Accounting & Finance	Financial Accounting & Auditing	Berwick	On Campus	Web	54	1.732	2	Semester 2	0	0	14	3.7	355
1957	2012	Semester 2	ECX5486	Applied economics research paper	5	Department of Economics	Department of Economics	Clayton	On Campus	Web	3	0.477	1	Semester 2	1	1	1	4	350
1911	2012	Semester 2	BTX9500	Business and corporations law	9	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Web	93	1.968	3	Semester 2	0	1	23	3.9	484
1975	2012	Semester 2	ETC3530	Contingencies in insurance and pensions	3	Econometrics & Business Statistics	Econometrics & Business Statistics	Clayton	On Campus	Web	26	1.415	1	Semester 2	1	0	7	3.67	29
2057	2012	Semester 2	MGX4200	Data analysis for organisational research	4	Department of Management	Department of Management	Caulfield	On Campus	Web	10	1	1	Semester 2	0	1	4	4	527
1481	2012	Semester 1	AFF9130	Financial planning	9	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Web	148	2.17	4	Semester 1	0	1	41	3.87	364
1608	2012	Semester 1	ETC4420	Microeconometrics	4	Econometrics & Business Statistics	Econometrics & Business Statistics	Clayton	On Campus	Web	19	1.279	1	Semester 1	1	1	11	3.92	631
1920	2012	Semester 2	ECC2450	Sports economics	2	Department of Economics	Department of Economics	Clayton	On Campus	Web	80	1.903	3	Semester 2	1	0	17	3.63	526
1944	2012	Semester 2	ECF9210	Introduction to international economics	9	Department of Economics	Department of Economics	Caulfield	On Campus	Web	151	2.179	4	Semester 2	0	1	67	3.89	415
1998	2012	Semester 2	ETX1100	Business statistics	1	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Web	453	2.656	5	Semester 2	0	0	97	3.6	275
2090	2012	Semester 2	MKC2110	Buyer behaviour in marketing	2	Department of Marketing	Department of Marketing	Clayton	On Campus	Web	89	1.949	3	Semester 2	1	0	16	3.63	473
1620	2012	Semester 1	ETF9100	Introductory applied econometrics	9	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Web	11	1.041	1	Semester 1	0	1	6	4	194
1655	2012	Semester 1	MGF2511	Managing quality, innovation and knowledge	2	Department of Management	Department of Management	Caulfield	On Campus	Web	141	2.149	4	Semester 1	0	0	37	3.66	509
1695	2012	Semester 1	MGX5360	Strategic management in the public sector	5	Department of Management	Department of Management	Caulfield	On Campus	Web	12	1.079	1	Semester 1	0	1	8	4	143
2067	2012	Semester 2	MGX5310	International management	5	Department of Management	Department of Management	Caulfield	On Campus	Web	103	2.279	3	Semester 2	0	1	39	3.88	99
2147	2012	Semester 2	MKX9620	Fulfilment and order management	9	Department of Marketing	Department of Marketing	Caulfield	On Campus	Web	15	1.176	1	Semester 2	0	1	3	4	470
1441	2012	Semester 1	AFC3140	Advanced corporate finance	3	Accounting & Finance	Banking & Finance	Clayton	On Campus	Web	372	2.571	5	Semester 1	1	0	98	3.55	4
1477	2012	Semester 1	AFF5280	Institutional asset and liability management	5	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Web	125	2.097	4	Semester 1	0	1	43	3.9	416
1488	2012	Semester 1	AFW1000	Principles of accounting and finance	1	Accounting & Finance	Financial Accounting & Auditing	Berwick	On Campus	Web	155	2.267	4	Semester 1	0	0	51	3.65	185
1541	2012	Semester 1	BTX5140	Law and business decisions	5	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Web	54	1.732	2	Semester 1	0	1	31	3.94	323
1590	2012	Semester 1	ECX5479	Project evaluation	5	Department of Economics	Department of Economics	Clayton	On Campus	Web	26	1.415	1	Semester 1	1	1	11	3.92	466
1614	2012	Semester 1	ETF5200	Applied time series econometrics	5	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Web	13	1.114	1	Semester 1	0	1	8	4	445
1671	2012	Semester 1	MGW2323	Employment relations	2	Department of Management	Department of Management	Peninsula	On Campus	Web	22	1.342	1	Semester 1	0	0	5	3.75	554
1823	2012	Semester 2	AFF5230	Global financial markets	5	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Web	182	2.26	4	Semester 2	0	1	56	3.9	55
1848	2012	Semester 2	AFW3021	Performance measurement and control	3	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Peninsula	On Campus	Web	45	1.653	2	Semester 2	0	0	14	3.75	309
1979	2012	Semester 2	ETC4480	Optimisation for management	4	Econometrics & Business Statistics	Econometrics & Business Statistics	Clayton	On Campus	Web	6	0.778	1	Semester 2	1	1	1	4	343
2033	2012	Semester 2	MGF3450	Managing conflict	3	Department of Management	Department of Management	Caulfield	On Campus	Web	45	1.653	2	Semester 2	0	0	14	3.75	535
